ticket_id,customer_id,ticket_date,account_age_days,num_prev_tickets,avg_response_time_prev,product_category,issue_type,priority,ticket_text,urgent_flag
T00920,C3591,2025-12-31 05:16:00,946,1,15.51,Groceries,Other,High,“I am unable to purchase the groceries I need due to an error on the website. The product I wish to purchase keeps disappearing from my cart when I try to complete the order. I am extremely frustrated and need this issue resolved as soon as possible.”,1
T00921,C3870,2025-12-18 22:04:58,521,1,8.48,Home,Refund,High,"Subject: Home item refund request Dear support team, I'm writing to request a refund for a home item I purchased recently. I received the product, but it wasn't what I expected, and I would like to request a refund. Please let me know how I can proceed. Thank you.",1
T00922,C1420,2026-01-03 00:17:58,1273,2,28.39,Electronics,Payment,High,"Subject: Urgent Payment Issue with Electronics Order Dear [Support Team], I am writing to urgently address the payment issue with my recent order for an Electronics item. Despite making the payment through the website, the order status remains unpaid and I am unable to track my shipment. I kindly request your immediate assistance in resolving this matter so that I may receive my product as soon as possible. Thank you for your help.",1
T00923,C3524,2025-12-11 04:00:40,518,1,22.44,Beauty,Payment,High,"Subject: Payment Issue for Beauty Item Dear Support Team, I have recently tried to make a purchase on your platform for a beauty item. Unfortunately, the payment process did not go through, and I received an error message. Could you please help me resolve this issue so that I can complete my purchase? Thank you for your assistance in this matter. Best regards, Wei",0
T00924,C1427,2025-10-28 15:53:46,971,1,28.28,Clothing,Other,High,--- I recently purchased a clothing item from your store and it arrived damaged. I am extremely frustrated with this situation and would like to request a replacement immediately.,1
T00925,C1388,2025-11-11 23:21:03,1428,0,26.58,Home,Payment,Low,"""Hi, I recently purchased a Home item from your platform but I'm having trouble with the payment. I've double checked my payment details and my card is valid but I'm still receiving an error message. Can you please help me resolve this issue so I can receive my product? Thanks in advance.""",0
T00926,C1237,2025-11-27 17:02:34,311,1,20.43,Electronics,Product,Medium,"Dear Support, I'm writing to urgently request help with an issue I'm experiencing with my Electronics item. The product arrived damaged and I'm extremely frustrated with the situation. Please let me know how I can proceed to resolve this matter. Sincerely, Amina",1
T00927,C4132,2025-12-09 02:47:42,531,1,43.19,Electronics,Payment,High,"Your payment for an Electronics item has failed. Please help me resolve this issue as soon as possible. Please provide the details of the Electronics item that was purchased, including the product name and order number, so that we can quickly identify and resolve the payment issue.",1
T00928,C8690,2025-10-28 08:06:46,1757,2,39.83,Groceries,Payment,Medium,"""I'm having trouble making a payment for a groceries order. I entered my payment information correctly, but the payment has not gone through. I am very frustrated and need to resolve this issue as soon as possible.""",1
T00929,C1955,2025-12-12 20:45:53,34,5,12.41,Beauty,Payment,High,"“Hi there, I recently made a purchase of a beauty item on your platform, but I’m having trouble completing the payment. Could you please let me know what steps I need to take to resolve this issue?”",0
T00930,C3110,2025-10-17 10:33:22,1739,2,36.86,Groceries,Refund,Medium,"Subject: Request for Refund on Groceries Item Dear Support Team, I recently purchased some groceries from your platform and I am requesting a refund for a specific item in my order. Could you please let me know how I can proceed with this request and what information I need to provide? Thank you for your help.",0
T00931,C4132,2025-11-28 02:36:49,964,1,31.7,Groceries,Other,High,"Hi there, I am having some trouble with my recent purchase of groceries. Upon receiving my order, I noticed that some items were missing from the list I had placed. Specifically, I had ordered 2 bags of apples but only received 1. I would like to understand if there was an issue with my order or if there was a mistake made during fulfillment. Can you please help me with this issue?",0
T00932,C5053,2025-11-17 07:22:37,34,1,19.95,Clothing,Refund,Medium,"Title: Refund for Clothing Item Description: Hi, I recently purchased a clothing item from your store. However, it arrived damaged and I would like to request a refund. Could you please assist me with this process? Thank you.",0
T00933,C3266,2026-01-03 05:24:21,217,3,11.75,Home,Product,High,"Hi there, I'm having an issue with the Home item I purchased on your website. It arrived with a missing piece and the instructions are unclear. Could you please help me resolve this issue? I'd be happy to assist you with your issue. Could you provide me with your order number and a brief description of the problem you're experiencing?",0
T00934,C4752,2025-10-14 19:24:20,1427,0,17.6,Groceries,Other,Low,"""I recently purchased a Groceries item on your platform but I am having an issue with it. Upon receiving the item, I found that it was damaged and not in the condition as advertised. I would like to request a replacement or a refund for this item.""",0
T00935,C3591,2026-01-03 00:49:51,1586,2,29.32,Electronics,Delivery,High,"""Hi there, I recently purchased an Electronics item from your platform and was expecting it to arrive on the 15th of this month. However, I noticed that it hasn't been delivered yet. I was wondering if there has been any issues with the delivery or if there's anything I can do to resolve this?""",0
T00936,C4826,2025-11-26 07:59:15,1994,4,35.22,Groceries,Delivery,Low,"""I recently placed an order for groceries on your platform. Upon receiving the delivery, I noticed that one of the items in my order was missing. Could you please look into this matter and let me know if there is any follow-up action required?""",0
T00937,C3300,2025-11-11 07:11:58,1371,1,42.77,Clothing,Delivery,High,"Subject: Delivery issue with clothing item Dear [Customer Support Team], I recently ordered a clothing item from your platform, and I was expecting it to arrive on [expected delivery date]. However, it has been [number of days] days since the order was placed and I have not received any delivery updates or my item. Could you please look into this matter and let me know what's going on with my order? Thank you.",0
T00938,C9236,2025-11-12 01:01:38,1149,1,2.05,Home,Payment,High,"""Hello, I recently purchased a Home item from your store, but the payment process did not go through. I am extremely frustrated as I had no issues with the payment method and the item was charged successfully. Please help me resolve this issue as soon as possible.""",1
